0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.06,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,DIGITAL_AVERAGE_WHITE,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,DN1,DN2,DN3,DN4,DN5
0.15,0.09,0.08,0.07,0.07,,,,0.15,0.09,0.08,0.08,0.07
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.1,0.07,0.07,,,,,,,,
0.15,0.08,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.16,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.09,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.08,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.1,0.09,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.09,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.08,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.09,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.06,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.06,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.08,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.08,0.06,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.14,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.06,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.09,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.16,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.07,0.07,0.07,,,,,,,,
0.15,0.09,0.09,0.07,0.07,,,,,,,,
0.15,0.09,0.08,0.07,0.07,,,,,,,,
0.15,0.1,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
0.15,0.09,0.08,0.08,0.07,,,,,,,,
